tender_id,tender_date,broker_id,origin,destination_port,cargo_type,vessel_class,route_id,quantity_mt,quoted_freight_usd_mt,contract_duration_days,market_freight_usd_mt,predicted_fair_value_usd_mt,fair_value_lower_usd_mt,fair_value_upper_usd_mt,bunker_price_usd_mt,congestion_index,predicted_waiting_hours,broker_historical_bid_count,broker_historical_premium_pct,vessel_historical_bid_count,broker_vessel_historical_frequency,synthetic_anomaly_ground_truth,bid_rank,winner,bid_deviation_pct,bid_spread_pct,fair_value_band_breach,high_positive_deviation_flag
TND-2024-0541,2024-07-13,BRK-AEGEAN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,77449.0,25.05,14,21.85,22.21,20.43,23.99,534.2,0.67,75.3,33,4.07,11,3,1,1,1,12.79,26.67,1,1
TND-2024-0541,2024-07-13,BRK-NAVIGATOR,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,78330.0,25.12,14,21.85,22.21,20.43,23.99,534.2,0.67,75.3,14,-0.24,42,10,1,2,0,13.1,26.67,1,1
TND-2024-0541,2024-07-13,BRK-MERIDIAN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,71781.0,25.13,43,21.85,22.21,20.43,23.99,534.2,0.67,75.3,57,1.64,45,6,1,3,0,13.15,26.67,1,1
TND-2024-0541,2024-07-13,BRK-HORIZON,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,74397.0,25.21,39,21.85,22.21,20.43,23.99,534.2,0.67,75.3,46,-0.76,19,14,1,4,0,13.51,26.67,1,1
TND-2024-0541,2024-07-13,BRK-EASTERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,74655.0,29.84,29,21.85,22.21,20.43,23.99,534.2,0.67,75.3,13,5.96,6,4,1,5,0,34.35,26.67,1,1
TND-2024-0541,2024-07-13,BRK-ZENITH,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,73622.0,30.41,24,21.85,22.21,20.43,23.99,534.2,0.67,75.3,30,-3.82,29,11,1,6,0,36.92,26.67,1,1
TND-2024-0541,2024-07-13,BRK-MARITIME,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,73497.0,31.11,25,21.85,22.21,20.43,23.99,534.2,0.67,75.3,77,1.88,31,1,1,7,0,40.07,26.67,1,1
TND-2024-0541,2024-07-13,BRK-TRITON,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,78481.0,31.73,39,21.85,22.21,20.43,23.99,534.2,0.67,75.3,25,5.69,46,9,1,8,0,42.86,26.67,1,1
TND-2024-0542,2025-02-14,BRK-TRITON,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,76715.0,17.86,20,18.31,18.88,17.37,20.39,524.5,0.81,61.4,74,0.87,7,12,0,1,1,-5.4,12.6,0,0
TND-2024-0542,2025-02-14,BRK-EASTERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,76473.0,17.95,30,18.31,18.88,17.37,20.39,524.5,0.81,61.4,56,3.39,8,4,0,2,0,-4.93,12.6,0,0
TND-2024-0542,2025-02-14,BRK-OCEANIC,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,77070.0,18.07,26,18.31,18.88,17.37,20.39,524.5,0.81,61.4,64,5.51,28,1,0,3,0,-4.29,12.6,0,0
TND-2024-0542,2025-02-14,BRK-MERIDIAN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,78390.0,18.31,29,18.31,18.88,17.37,20.39,524.5,0.81,61.4,52,2.94,5,10,0,4,0,-3.02,12.6,0,0
TND-2024-0542,2025-02-14,BRK-PACIFIC,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,72006.0,19.9,27,18.31,18.88,17.37,20.39,524.5,0.81,61.4,58,2.3,10,1,0,5,0,5.4,12.6,0,0
TND-2024-0542,2025-02-14,BRK-HORIZON,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,78027.0,20.11,33,18.31,18.88,17.37,20.39,524.5,0.81,61.4,64,1.06,37,3,0,6,0,6.51,12.6,0,0
TND-2024-0543,2023-03-04,BRK-TRITON,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,72425.0,21.16,35,22.99,22.57,20.76,24.38,555.9,0.4,28.2,65,4.95,33,14,0,1,1,-6.25,16.12,0,0
TND-2024-0543,2023-03-04,BRK-HORIZON,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,78620.0,22.02,23,22.99,22.57,20.76,24.38,555.9,0.4,28.2,28,0.56,12,2,0,2,0,-2.44,16.12,0,0
TND-2024-0543,2023-03-04,BRK-MARITIME,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,74668.0,23.58,23,22.99,22.57,20.76,24.38,555.9,0.4,28.2,23,-1.3,40,3,0,3,0,4.47,16.12,0,0
TND-2024-0543,2023-03-04,BRK-MERIDIAN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,74718.0,24.13,39,22.99,22.57,20.76,24.38,555.9,0.4,28.2,72,1.58,37,12,0,4,0,6.91,16.12,0,0
TND-2024-0543,2023-03-04,BRK-SOUTHERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,73199.0,24.57,21,22.99,22.57,20.76,24.38,555.9,0.4,28.2,31,-1.06,38,3,0,5,0,8.86,16.12,1,0
TND-2024-0544,2023-03-24,BRK-PACIFIC,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,137834.0,28.03,31,27.53,28.27,26.01,30.53,544.7,0.77,105.6,61,3.37,35,8,0,1,1,-0.85,9.63,0,0
TND-2024-0544,2023-03-24,BRK-ALLIANCE,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,142379.0,28.25,21,27.53,28.27,26.01,30.53,544.7,0.77,105.6,54,2.36,9,6,0,2,0,-0.07,9.63,0,0
TND-2024-0544,2023-03-24,BRK-MERIDIAN,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,148358.0,28.91,20,27.53,28.27,26.01,30.53,544.7,0.77,105.6,65,3.14,25,11,0,3,0,2.26,9.63,0,0
TND-2024-0544,2023-03-24,BRK-OCEANIC,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,140016.0,30.73,23,27.53,28.27,26.01,30.53,544.7,0.77,105.6,18,1.04,10,9,0,4,0,8.7,9.63,1,0
TND-2024-0545,2024-11-19,BRK-TRITON,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,144197.0,45.56,44,34.26,34.84,32.05,37.63,638.7,0.2,10.4,47,0.7,15,9,1,1,1,30.77,6.61,1,1
TND-2024-0545,2024-11-19,BRK-NAVIGATOR,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,146414.0,46.95,27,34.26,34.84,32.05,37.63,638.7,0.2,10.4,62,1.95,21,4,1,2,0,34.76,6.61,1,1
TND-2024-0545,2024-11-19,BRK-ALLIANCE,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,149372.0,48.05,38,34.26,34.84,32.05,37.63,638.7,0.2,10.4,39,3.11,48,10,1,3,0,37.92,6.61,1,1
TND-2024-0545,2024-11-19,BRK-OCEANIC,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,137753.0,48.35,14,34.26,34.84,32.05,37.63,638.7,0.2,10.4,52,1.92,44,2,1,4,0,38.78,6.61,1,1
TND-2024-0545,2024-11-19,BRK-SOUTHERN,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,150762.0,48.57,35,34.26,34.84,32.05,37.63,638.7,0.2,10.4,35,-2.72,33,4,1,5,0,39.41,6.61,1,1
TND-2024-0546,2023-07-27,BRK-MARITIME,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,74728.0,19.63,24,20.33,21.1,19.41,22.79,694.5,0.36,16.6,13,1.37,5,6,0,1,1,-6.97,14.93,0,0
TND-2024-0546,2023-07-27,BRK-MERIDIAN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,76281.0,19.78,37,20.33,21.1,19.41,22.79,694.5,0.36,16.6,42,2.65,49,1,0,2,0,-6.26,14.93,0,0
TND-2024-0546,2023-07-27,BRK-NAVIGATOR,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,71769.0,20.22,28,20.33,21.1,19.41,22.79,694.5,0.36,16.6,37,1.43,5,6,0,3,0,-4.17,14.93,0,0
TND-2024-0546,2023-07-27,BRK-EASTERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,73044.0,20.98,32,20.33,21.1,19.41,22.79,694.5,0.36,16.6,41,4.27,30,2,0,4,0,-0.57,14.93,0,0
TND-2024-0546,2023-07-27,BRK-HORIZON,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,73506.0,21.32,17,20.33,21.1,19.41,22.79,694.5,0.36,16.6,61,3.87,42,6,0,5,0,1.04,14.93,0,0
TND-2024-0546,2023-07-27,BRK-ZENITH,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,75263.0,22.38,14,20.33,21.1,19.41,22.79,694.5,0.36,16.6,49,0.28,33,5,0,6,0,6.07,14.93,0,0
TND-2024-0546,2023-07-27,BRK-OCEANIC,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,71988.0,22.56,25,20.33,21.1,19.41,22.79,694.5,0.36,16.6,77,2.95,18,12,0,7,0,6.92,14.93,0,0
TND-2024-0547,2025-03-08,BRK-HORIZON,Taboneo,VIZ,Thermal Coal,Panamax,IND_VIZ_PAN,70743.0,11.32,16,12.19,11.83,10.88,12.78,628.2,0.35,37.5,41,2.08,44,12,0,1,1,-4.31,11.57,0,0
TND-2024-0547,2025-03-08,BRK-PACIFIC,Taboneo,VIZ,Thermal Coal,Panamax,IND_VIZ_PAN,69657.0,11.5,44,12.19,11.83,10.88,12.78,628.2,0.35,37.5,52,1.76,23,9,0,2,0,-2.79,11.57,0,0
TND-2024-0547,2025-03-08,BRK-OCEANIC,Taboneo,VIZ,Thermal Coal,Panamax,IND_VIZ_PAN,69855.0,11.51,44,12.19,11.83,10.88,12.78,628.2,0.35,37.5,21,-1.82,23,10,0,3,0,-2.7,11.57,0,0
TND-2024-0547,2025-03-08,BRK-ZENITH,Taboneo,VIZ,Thermal Coal,Panamax,IND_VIZ_PAN,72082.0,11.79,22,12.19,11.83,10.88,12.78,628.2,0.35,37.5,27,2.0,14,7,0,4,0,-0.34,11.57,0,0
TND-2024-0547,2025-03-08,BRK-ALLIANCE,Taboneo,VIZ,Thermal Coal,Panamax,IND_VIZ_PAN,68561.0,11.95,43,12.19,11.83,10.88,12.78,628.2,0.35,37.5,75,6.76,6,14,0,5,0,1.01,11.57,0,0
TND-2024-0547,2025-03-08,BRK-NAVIGATOR,Taboneo,VIZ,Thermal Coal,Panamax,IND_VIZ_PAN,72717.0,12.4,41,12.19,11.83,10.88,12.78,628.2,0.35,37.5,63,2.24,38,11,0,6,0,4.82,11.57,0,0
TND-2024-0547,2025-03-08,BRK-MERIDIAN,Taboneo,VIZ,Thermal Coal,Panamax,IND_VIZ_PAN,72601.0,12.62,35,12.19,11.83,10.88,12.78,628.2,0.35,37.5,78,2.58,39,7,0,7,0,6.68,11.57,0,0
TND-2024-0547,2025-03-08,BRK-MARITIME,Taboneo,VIZ,Thermal Coal,Panamax,IND_VIZ_PAN,74491.0,12.63,41,12.19,11.83,10.88,12.78,628.2,0.35,37.5,39,6.33,46,3,0,8,0,6.76,11.57,0,0
TND-2024-0548,2025-01-03,BRK-GLOBAL,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,75398.0,18.43,36,19.23,19.36,17.81,20.91,773.6,0.67,72.6,77,3.03,31,7,0,1,1,-4.8,14.0,0,0
TND-2024-0548,2025-01-03,BRK-HORIZON,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,72461.0,18.6,35,19.23,19.36,17.81,20.91,773.6,0.67,72.6,12,2.96,28,9,0,2,0,-3.93,14.0,0,0
TND-2024-0548,2025-01-03,BRK-AEGEAN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,75309.0,19.17,14,19.23,19.36,17.81,20.91,773.6,0.67,72.6,24,3.73,14,8,0,3,0,-0.98,14.0,0,0
TND-2024-0548,2025-01-03,BRK-EASTERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,76531.0,19.89,34,19.23,19.36,17.81,20.91,773.6,0.67,72.6,67,0.94,6,1,0,4,0,2.74,14.0,0,0
TND-2024-0548,2025-01-03,BRK-ALLIANCE,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,76786.0,20.03,31,19.23,19.36,17.81,20.91,773.6,0.67,72.6,77,6.48,36,9,0,5,0,3.46,14.0,0,0
TND-2024-0548,2025-01-03,BRK-TRITON,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,73734.0,20.87,43,19.23,19.36,17.81,20.91,773.6,0.67,72.6,40,0.56,34,9,0,6,0,7.8,14.0,0,0
TND-2024-0548,2025-01-03,BRK-SOUTHERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,76521.0,21.01,16,19.23,19.36,17.81,20.91,773.6,0.67,72.6,52,5.37,18,11,0,7,0,8.52,14.0,1,0
TND-2024-0549,2024-06-10,BRK-NAVIGATOR,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,68611.0,25.47,43,26.65,27.08,24.91,29.25,719.2,0.4,40.7,76,0.61,23,12,0,1,1,-5.95,7.73,0,0
TND-2024-0549,2024-06-10,BRK-HORIZON,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,69828.0,25.82,40,26.65,27.08,24.91,29.25,719.2,0.4,40.7,17,5.57,9,9,0,2,0,-4.65,7.73,0,0
TND-2024-0549,2024-06-10,BRK-ALLIANCE,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,66945.0,26.32,32,26.65,27.08,24.91,29.25,719.2,0.4,40.7,57,2.91,48,1,0,3,0,-2.81,7.73,0,0
TND-2024-0549,2024-06-10,BRK-GLOBAL,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,72782.0,26.4,19,26.65,27.08,24.91,29.25,719.2,0.4,40.7,70,3.61,17,6,0,4,0,-2.51,7.73,0,0
TND-2024-0549,2024-06-10,BRK-MERIDIAN,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,67078.0,26.58,24,26.65,27.08,24.91,29.25,719.2,0.4,40.7,20,2.13,28,9,0,5,0,-1.85,7.73,0,0
TND-2024-0549,2024-06-10,BRK-OCEANIC,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,72902.0,27.16,19,26.65,27.08,24.91,29.25,719.2,0.4,40.7,12,-0.71,36,2,0,6,0,0.3,7.73,0,0
TND-2024-0549,2024-06-10,BRK-PACIFIC,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,72089.0,27.19,20,26.65,27.08,24.91,29.25,719.2,0.4,40.7,73,-1.6,8,4,0,7,0,0.41,7.73,0,0
TND-2024-0549,2024-06-10,BRK-APEX,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,68610.0,27.44,43,26.65,27.08,24.91,29.25,719.2,0.4,40.7,58,3.06,27,3,0,8,0,1.33,7.73,0,0
TND-2024-0550,2025-07-14,BRK-ALLIANCE,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,150923.0,14.65,14,16.08,15.75,14.49,17.01,735.4,0.43,29.0,16,-1.08,8,3,0,1,1,-6.98,17.13,0,0
TND-2024-0550,2025-07-14,BRK-HORIZON,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,147806.0,14.8,19,16.08,15.75,14.49,17.01,735.4,0.43,29.0,44,-1.42,46,4,0,2,0,-6.03,17.13,0,0
TND-2024-0550,2025-07-14,BRK-MARITIME,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,148230.0,14.85,38,16.08,15.75,14.49,17.01,735.4,0.43,29.0,28,3.14,20,10,0,3,0,-5.71,17.13,0,0
TND-2024-0550,2025-07-14,BRK-SOUTHERN,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,156988.0,15.01,29,16.08,15.75,14.49,17.01,735.4,0.43,29.0,23,-0.64,31,8,0,4,0,-4.7,17.13,0,0
TND-2024-0550,2025-07-14,BRK-NAVIGATOR,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,150898.0,15.04,30,16.08,15.75,14.49,17.01,735.4,0.43,29.0,24,0.64,20,12,0,5,0,-4.51,17.13,0,0
TND-2024-0550,2025-07-14,BRK-VANGUARD,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,152106.0,15.14,18,16.08,15.75,14.49,17.01,735.4,0.43,29.0,49,1.04,8,3,0,6,0,-3.87,17.13,0,0
TND-2024-0550,2025-07-14,BRK-GLOBAL,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,151429.0,15.95,14,16.08,15.75,14.49,17.01,735.4,0.43,29.0,50,-2.05,18,1,0,7,0,1.27,17.13,0,0
TND-2024-0550,2025-07-14,BRK-AEGEAN,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,145636.0,17.16,14,16.08,15.75,14.49,17.01,735.4,0.43,29.0,28,4.17,22,1,0,8,0,8.95,17.13,1,0
TND-2024-0551,2025-03-08,BRK-PACIFIC,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,146443.0,26.95,38,30.1,28.97,26.65,31.29,710.9,0.33,31.1,13,2.66,25,4,0,1,1,-6.97,15.66,0,0
TND-2024-0551,2025-03-08,BRK-MARITIME,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,143154.0,27.16,27,30.1,28.97,26.65,31.29,710.9,0.33,31.1,25,1.78,31,3,0,2,0,-6.25,15.66,0,0
TND-2024-0551,2025-03-08,BRK-OCEANIC,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,138394.0,29.47,21,30.1,28.97,26.65,31.29,710.9,0.33,31.1,15,2.88,12,13,0,3,0,1.73,15.66,0,0
TND-2024-0551,2025-03-08,BRK-ZENITH,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,138404.0,31.17,24,30.1,28.97,26.65,31.29,710.9,0.33,31.1,31,5.03,31,9,0,4,0,7.59,15.66,0,0
TND-2024-0552,2025-06-23,BRK-HORIZON,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,147682.0,17.59,44,18.39,17.71,16.29,19.13,633.7,0.35,14.1,48,-1.26,25,10,0,1,1,-0.68,7.16,0,0
TND-2024-0552,2025-06-23,BRK-MERIDIAN,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,153478.0,17.8,14,18.39,17.71,16.29,19.13,633.7,0.35,14.1,46,-1.24,19,5,0,2,0,0.51,7.16,0,0
TND-2024-0552,2025-06-23,BRK-TRITON,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,158308.0,18.52,44,18.39,17.71,16.29,19.13,633.7,0.35,14.1,16,1.45,43,9,0,3,0,4.57,7.16,0,0
TND-2024-0552,2025-06-23,BRK-GLOBAL,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,155347.0,18.63,32,18.39,17.71,16.29,19.13,633.7,0.35,14.1,59,0.86,8,13,0,4,0,5.19,7.16,0,0
TND-2024-0552,2025-06-23,BRK-SOUTHERN,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,160686.0,18.85,27,18.39,17.71,16.29,19.13,633.7,0.35,14.1,24,-1.37,49,9,0,5,0,6.44,7.16,0,0
TND-2024-0553,2024-09-28,BRK-AEGEAN,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,149128.0,18.68,23,19.69,19.87,18.28,21.46,613.1,0.65,36.0,19,1.81,48,10,0,1,1,-5.99,15.85,0,0
TND-2024-0553,2024-09-28,BRK-GLOBAL,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,154940.0,18.83,22,19.69,19.87,18.28,21.46,613.1,0.65,36.0,51,-1.96,17,13,0,2,0,-5.23,15.85,0,0
TND-2024-0553,2024-09-28,BRK-EASTERN,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,161585.0,19.21,41,19.69,19.87,18.28,21.46,613.1,0.65,36.0,54,-3.07,13,2,0,3,0,-3.32,15.85,0,0
TND-2024-0553,2024-09-28,BRK-MARITIME,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,156621.0,20.1,27,19.69,19.87,18.28,21.46,613.1,0.65,36.0,20,-4.41,13,12,0,4,0,1.16,15.85,0,0
TND-2024-0553,2024-09-28,BRK-MERIDIAN,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,152879.0,20.32,27,19.69,19.87,18.28,21.46,613.1,0.65,36.0,53,1.54,41,5,0,5,0,2.26,15.85,0,0
TND-2024-0553,2024-09-28,BRK-PACIFIC,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,160760.0,21.62,25,19.69,19.87,18.28,21.46,613.1,0.65,36.0,63,3.8,39,14,0,6,0,8.81,15.85,1,0
TND-2024-0553,2024-09-28,BRK-NAVIGATOR,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,150769.0,21.64,25,19.69,19.87,18.28,21.46,613.1,0.65,36.0,31,8.14,48,8,0,7,0,8.91,15.85,1,0
TND-2024-0554,2024-04-14,BRK-HORIZON,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,147779.0,19.44,32,20.27,20.49,18.85,22.13,695.4,0.43,38.1,40,2.04,38,3,0,1,1,-5.12,12.14,0,0
TND-2024-0554,2024-04-14,BRK-ZENITH,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,148895.0,19.73,31,20.27,20.49,18.85,22.13,695.4,0.43,38.1,64,4.89,6,1,0,2,0,-3.71,12.14,0,0
TND-2024-0554,2024-04-14,BRK-ALLIANCE,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,152089.0,20.4,30,20.27,20.49,18.85,22.13,695.4,0.43,38.1,43,4.94,22,11,0,3,0,-0.44,12.14,0,0
TND-2024-0554,2024-04-14,BRK-MERIDIAN,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,156325.0,21.8,24,20.27,20.49,18.85,22.13,695.4,0.43,38.1,47,-1.08,18,9,0,4,0,6.39,12.14,0,0
TND-2024-0555,2024-01-22,BRK-MARITIME,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,147121.0,18.56,38,18.26,18.54,17.06,20.02,645.8,0.55,56.9,34,7.05,11,9,0,1,1,0.11,7.76,0,0
TND-2024-0555,2024-01-22,BRK-OCEANIC,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,151734.0,19.47,20,18.26,18.54,17.06,20.02,645.8,0.55,56.9,77,-0.1,20,4,0,2,0,5.02,7.76,0,0
TND-2024-0555,2024-01-22,BRK-HORIZON,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,156514.0,19.56,28,18.26,18.54,17.06,20.02,645.8,0.55,56.9,59,-2.08,16,9,0,3,0,5.5,7.76,0,0
TND-2024-0555,2024-01-22,BRK-APEX,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,150914.0,19.77,32,18.26,18.54,17.06,20.02,645.8,0.55,56.9,43,-3.7,47,7,0,4,0,6.63,7.76,0,0
TND-2024-0555,2024-01-22,BRK-ALLIANCE,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,144668.0,19.8,18,18.26,18.54,17.06,20.02,645.8,0.55,56.9,52,1.71,10,14,0,5,0,6.8,7.76,0,0
TND-2024-0555,2024-01-22,BRK-AEGEAN,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,150843.0,20.0,39,18.26,18.54,17.06,20.02,645.8,0.55,56.9,37,0.17,36,7,0,6,0,7.87,7.76,0,0
TND-2024-0556,2023-07-05,BRK-OCEANIC,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,150503.0,16.59,29,17.28,17.74,16.32,19.16,593.5,0.71,97.5,56,1.44,38,8,0,1,1,-6.48,13.26,0,0
TND-2024-0556,2023-07-05,BRK-GLOBAL,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,161866.0,17.19,22,17.28,17.74,16.32,19.16,593.5,0.71,97.5,77,1.58,15,2,0,2,0,-3.1,13.26,0,0
TND-2024-0556,2023-07-05,BRK-AEGEAN,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,153577.0,17.48,25,17.28,17.74,16.32,19.16,593.5,0.71,97.5,52,-2.5,27,2,0,3,0,-1.47,13.26,0,0
TND-2024-0556,2023-07-05,BRK-MERIDIAN,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,155093.0,17.51,27,17.28,17.74,16.32,19.16,593.5,0.71,97.5,42,3.34,31,3,0,4,0,-1.3,13.26,0,0
TND-2024-0556,2023-07-05,BRK-TRITON,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,162613.0,18.79,34,17.28,17.74,16.32,19.16,593.5,0.71,97.5,75,-1.1,48,4,0,5,0,5.92,13.26,0,0
TND-2024-0557,2023-02-22,BRK-MERIDIAN,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,148374.0,19.54,21,21.46,20.92,19.25,22.59,774.5,0.19,26.1,52,-2.83,10,4,0,1,1,-6.6,7.42,0,0
TND-2024-0557,2023-02-22,BRK-ZENITH,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,155915.0,20.13,37,21.46,20.92,19.25,22.59,774.5,0.19,26.1,27,-2.26,14,9,0,2,0,-3.78,7.42,0,0
TND-2024-0557,2023-02-22,BRK-HORIZON,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,158490.0,20.33,14,21.46,20.92,19.25,22.59,774.5,0.19,26.1,47,3.89,25,5,0,3,0,-2.82,7.42,0,0
TND-2024-0557,2023-02-22,BRK-MARITIME,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,162667.0,20.99,22,21.46,20.92,19.25,22.59,774.5,0.19,26.1,24,1.52,19,5,0,4,0,0.33,7.42,0,0
TND-2024-0558,2024-08-05,BRK-OCEANIC,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,71883.0,16.78,19,17.38,17.36,15.97,18.75,655.3,0.56,72.9,67,-1.43,22,1,0,1,1,-3.34,9.77,0,0
TND-2024-0558,2024-08-05,BRK-ALLIANCE,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,72839.0,17.13,30,17.38,17.36,15.97,18.75,655.3,0.56,72.9,79,2.02,23,5,0,2,0,-1.32,9.77,0,0
TND-2024-0558,2024-08-05,BRK-SOUTHERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,77916.0,17.25,42,17.38,17.36,15.97,18.75,655.3,0.56,72.9,52,3.01,28,14,0,3,0,-0.63,9.77,0,0
TND-2024-0558,2024-08-05,BRK-ZENITH,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,73715.0,17.66,23,17.38,17.36,15.97,18.75,655.3,0.56,72.9,60,3.45,38,7,0,4,0,1.73,9.77,0,0
TND-2024-0558,2024-08-05,BRK-EASTERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,77821.0,18.04,21,17.38,17.36,15.97,18.75,655.3,0.56,72.9,45,1.19,13,11,0,5,0,3.92,9.77,0,0
